age,annual_income,employment_length,loan_interest_rate,loan_percent_income,person_home_ownership,person_default_on_file,person_cred_history_length,loan_status
28,50000,1,13.990,0.320,RENT,Y,6,1
28,215662,12,11.990,0.100,MORTGAGE,N,6,0
29,50000,0,11.490,0.070,MORTGAGE,N,6,0
33,98000,2,6.910,0.200,RENT,N,7,0
28,65000,3,7.490,0.150,MORTGAGE,N,7,0
27,110000,11,6.030,0.030,MORTGAGE,N,5,0
32,110888,0,9.910,0.090,MORTGAGE,N,7,0
30,65000,3,16.770,0.310,MORTGAGE,Y,5,0
30,52000,4,9.630,0.280,MORTGAGE,N,7,0
37,80000,0,11.990,0.440,RENT,N,17,1
37,85000,5,8.900,0.410,RENT,N,17,1
36,408000,12,7.900,0.090,MORTGAGE,N,13,0
47,305000,6,13.430,0.030,MORTGAGE,Y,12,0
44,12000,5,9.880,0.170,OWN,N,11,1
43,230004,19,15.580,0.110,MORTGAGE,Y,15,0
41,225000,13,15.620,0.160,MORTGAGE,N,14,0
41,49000,4,17.040,0.510,RENT,N,13,1
36,200000,12,15.200,0.130,OWN,Y,13,0
37,200000,3,10.750,0.130,MORTGAGE,N,11,0
44,72136,7,19.410,0.350,RENT,N,17,1
38,192000,22,7.900,0.030,MORTGAGE,N,14,0
36,69000,0,14.590,0.360,RENT,N,12,1
43,180000,5,14.270,0.030,MORTGAGE,N,17,0
39,78000,3,16.020,0.320,RENT,N,17,1
37,97000,8,19.410,0.260,RENT,N,11,0
37,175000,2,9.760,0.090,RENT,N,17,0
37,94000,0,13.110,0.270,RENT,N,16,1
41,171194,9,11.120,0.150,MORTGAGE,N,14,0
37,170004,1,16.450,0.150,MORTGAGE,Y,13,0
46,170000,13,9.910,0.040,MORTGAGE,N,12,0
47,165000,2,15.650,0.120,MORTGAGE,N,16,0
40,158000,2,16.820,0.160,RENT,N,16,1
48,16800,0,10.990,0.200,OWN,N,14,1
38,17280,0,16.290,0.060,OWN,N,11,0
36,17640,4,7.900,0.330,OWN,N,12,1
36,72800,3,14.090,0.330,RENT,N,12,1
38,81000,0,8.490,0.300,RENT,N,13,0
36,100300,3,11.990,0.240,RENT,N,11,0
41,60000,7,6.910,0.400,RENT,N,15,1
40,83000,3,12.360,0.280,RENT,Y,11,1
38,83000,3,23.220,0.270,RENT,Y,12,1
38,56524,16,10.750,0.390,RENT,N,15,1
46,91000,0,18.790,0.240,RENT,N,16,1
38,200000,4,10.370,0.100,RENT,N,11,0
45,37000,0,11.710,0.540,RENT,N,15,1
37,45000,2,12.530,0.440,RENT,N,14,1
37,65000,4,16.710,0.310,RENT,N,17,1
38,21000,5,13.430,0.140,MORTGAGE,Y,17,0
41,21600,1,13.610,0.160,OWN,N,12,0
38,110000,5,6.910,0.180,RENT,N,13,0
41,110496,3,6.910,0.180,RENT,N,16,0
39,150000,0,10.080,0.130,RENT,N,17,0
41,23396,5,10.380,0.430,OWN,N,16,0
47,18000,0,14.840,0.060,RENT,Y,16,1
38,23868,0,12.530,0.320,MORTGAGE,N,14,1
40,55000,14,7.880,0.330,RENT,N,14,1
48,82500,4,7.510,0.220,RENT,N,16,0
40,85000,5,11.480,0.210,RENT,N,13,0
36,125000,0,11.110,0.140,RENT,N,11,0
39,168000,2,17.930,0.110,RENT,N,11,1
50,85000,1,13.490,0.210,RENT,N,17,0
38,51000,3,10.380,0.330,RENT,N,11,1
36,25000,0,8.700,0.120,MORTGAGE,N,12,0
39,65000,4,11.830,0.250,RENT,N,16,0
49,69000,0,14.960,0.230,RENT,Y,12,1
36,42000,21,7.510,0.020,RENT,N,14,1
36,27000,4,7.140,0.220,OWN,N,15,0
39,27040,0,8.590,0.180,MORTGAGE,N,17,0
41,32004,2,14.740,0.050,RENT,N,17,1
48,33500,1,14.740,0.040,RENT,N,11,1
48,28000,7,7.740,0.270,MORTGAGE,N,16,0
36,28800,0,11.110,0.190,OWN,N,13,0
36,156326,10,8.000,0.010,RENT,N,16,0
39,29894,23,9.630,0.270,OWN,N,17,0
48,30000,21,12.420,0.070,MORTGAGE,N,14,0
36,120000,4,12.990,0.130,RENT,Y,15,0
40,30000,4,13.430,0.170,OWN,Y,11,0
39,34000,1,17.580,0.410,RENT,N,16,1
36,54000,2,10.590,0.040,RENT,N,14,1
40,63000,2,11.480,0.210,RENT,N,15,0
36,60072,14,11.490,0.040,RENT,N,16,1
39,68000,0,7.880,0.040,RENT,N,12,0
37,32400,0,15.990,0.250,OWN,N,11,0
40,21600,2,14.090,0.140,RENT,Y,13,1
47,30000,2,12.990,0.100,RENT,N,11,1
45,50400,2,12.870,0.240,RENT,Y,13,0
40,53000,2,7.880,0.230,RENT,N,11,0
46,56500,4,10.370,0.210,RENT,N,14,0
36,35000,4,16.290,0.210,MORTGAGE,N,16,0
44,79272,0,5.790,0.040,RENT,N,11,0
36,50000,4,13.470,0.060,RENT,Y,14,0
36,53000,5,15.270,0.060,RENT,N,12,0
38,55000,9,16.890,0.060,RENT,N,14,0
36,35256,5,5.990,0.140,MORTGAGE,N,11,0
44,36000,1,13.990,0.330,MORTGAGE,N,12,0
38,36156,1,12.210,0.240,MORTGAGE,N,16,0
38,108000,6,13.490,0.100,RENT,N,12,0
36,55000,6,12.420,0.200,RENT,N,13,0
36,33000,2,14.960,0.330,RENT,Y,15,1
40,117000,4,11.140,0.090,RENT,N,13,0
37,68480,2,15.230,0.050,RENT,Y,15,0
39,60000,3,10.370,0.060,RENT,N,14,0
37,39700,4,13.230,0.380,MORTGAGE,Y,11,0
42,39996,2,5.420,0.060,MORTGAGE,N,12,0
39,40000,4,5.420,0.380,OWN,N,13,0
38,24000,0,14.090,0.180,RENT,N,14,1
38,65000,4,13.430,0.070,RENT,N,12,0
39,110000,5,13.490,0.040,RENT,N,11,0
50,40000,4,7.880,0.200,OWN,N,14,0
38,40246,7,8.900,0.300,MORTGAGE,N,15,0
36,40800,7,16.320,0.180,MORTGAGE,Y,11,0
39,40800,0,8.590,0.090,OWN,N,14,0
49,80000,0,7.880,0.060,RENT,N,15,0
40,41000,2,12.530,0.150,MORTGAGE,N,11,0
38,96000,18,19.040,0.100,RENT,N,14,0
36,120000,2,11.490,0.080,RENT,N,14,0
50,42000,3,14.840,0.240,MORTGAGE,Y,13,0
39,43000,3,7.680,0.150,MORTGAGE,N,14,0
47,43200,8,14.840,0.320,MORTGAGE,Y,13,0
41,56000,3,5.990,0.160,RENT,N,16,0
43,54000,0,15.650,0.170,RENT,Y,16,1
47,44000,3,11.140,0.090,OWN,N,16,0
47,86000,0,12.870,0.100,RENT,N,13,1
40,108000,10,11.860,0.080,RENT,N,12,1
47,244000,10,13.610,0.040,RENT,N,11,0
48,50000,1,11.490,0.100,RENT,N,12,0
40,45000,5,6.620,0.080,MORTGAGE,N,13,0
45,45000,14,6.620,0.310,MORTGAGE,N,12,0
37,27000,2,8.490,0.310,RENT,N,17,1
36,45000,21,9.880,0.040,MORTGAGE,N,12,0
37,63000,6,10.200,0.080,RENT,N,16,0
37,84000,4,10.000,0.060,RENT,N,16,0
40,45600,20,6.620,0.150,MORTGAGE,N,17,0
44,98000,19,15.960,0.050,RENT,Y,13,0
40,46000,5,7.900,0.220,MORTGAGE,N,14,0
37,48000,4,7.900,0.150,MORTGAGE,N,15,0
38,48000,9,10.650,0.160,MORTGAGE,N,12,0
38,48000,3,10.650,0.100,MORTGAGE,N,16,0
40,48000,2,15.950,0.170,MORTGAGE,N,11,0
37,48000,3,7.880,0.070,MORTGAGE,N,15,0
45,48000,8,9.630,0.170,MORTGAGE,N,13,0
44,49510,5,10.620,0.080,MORTGAGE,N,14,0
36,49901,13,13.610,0.170,MORTGAGE,Y,12,0
38,50004,2,13.790,0.120,RENT,Y,11,0
43,50000,12,10.000,0.100,MORTGAGE,N,16,0
38,60000,0,13.570,0.100,RENT,Y,15,0
40,50000,5,14.960,0.120,MORTGAGE,Y,16,0
36,50000,1,12.210,0.300,OWN,N,15,0
47,70000,3,8.490,0.090,RENT,N,12,0
41,78000,3,9.630,0.080,RENT,N,11,0
36,80000,7,12.870,0.070,RENT,N,16,0
39,86000,19,14.840,0.070,RENT,Y,13,0
36,50400,7,7.290,0.250,MORTGAGE,N,13,0
37,55000,3,16.320,0.130,RENT,Y,13,0
41,51000,10,8.940,0.280,MORTGAGE,N,11,0
48,57996,2,13.610,0.120,RENT,Y,12,0
36,51000,4,11.140,0.090,MORTGAGE,N,14,0
36,60000,3,7.880,0.120,RENT,N,12,0
36,51996,7,11.490,0.160,OWN,N,16,0
40,68000,12,7.510,0.100,RENT,N,11,0
43,175436,1,5.990,0.040,RENT,N,12,0
36,52000,2,7.510,0.150,MORTGAGE,N,14,0
37,52188,14,5.790,0.190,MORTGAGE,N,17,0
42,52400,14,10.380,0.400,MORTGAGE,N,13,0
36,52660,2,13.160,0.280,MORTGAGE,Y,13,0
45,19368,0,12.920,0.350,RENT,Y,15,1
39,54000,23,11.710,0.170,MORTGAGE,N,12,0
40,54000,3,13.490,0.110,MORTGAGE,N,11,0
48,54000,1,5.990,0.040,MORTGAGE,N,16,0
43,80000,5,11.710,0.080,RENT,N,11,0
38,55000,5,7.900,0.280,OWN,N,15,0
39,53800,1,9.620,0.130,RENT,N,15,0
39,55000,3,13.980,0.240,OWN,N,14,0
36,49000,6,10.740,0.140,RENT,N,16,1
40,55000,2,11.360,0.150,OWN,N,17,0
42,60000,3,5.790,0.120,RENT,N,11,0
38,55550,1,7.490,0.410,MORTGAGE,N,12,0
43,19440,1,9.010,0.390,RENT,N,11,1
37,56000,2,9.630,0.230,MORTGAGE,N,17,0
39,56004,1,11.360,0.110,MORTGAGE,N,13,0
41,67500,3,9.880,0.110,RENT,N,15,0
39,57996,10,7.880,0.140,MORTGAGE,N,16,0
37,780000,9,12.180,0.010,RENT,N,15,0
40,52000,6,14.650,0.130,MORTGAGE,N,14,1
39,30000,1,16.000,0.260,RENT,Y,16,1
36,53000,5,13.980,0.190,MORTGAGE,N,16,1
37,59000,3,10.250,0.150,MORTGAGE,N,13,0
36,59617,14,15.620,0.350,MORTGAGE,N,13,0
36,30500,3,11.110,0.260,RENT,N,13,1
40,60000,2,5.420,0.240,MORTGAGE,N,12,0
36,34000,0,17.740,0.240,RENT,N,17,1
40,60000,1,12.990,0.060,MORTGAGE,Y,14,0
42,60000,4,10.370,0.150,MORTGAGE,N,16,0
37,50000,5,10.990,0.160,RENT,N,16,0
43,50000,3,12.840,0.160,RENT,Y,17,0
42,50000,3,10.140,0.160,RENT,N,15,0
36,50700,2,10.990,0.160,RENT,N,17,0
43,60000,27,9.880,0.170,MORTGAGE,N,16,0
37,60000,15,9.320,0.080,OWN,N,12,0
37,60000,17,9.320,0.100,MORTGAGE,N,16,0
43,62000,11,7.880,0.080,MORTGAGE,N,14,0
38,62000,3,7.880,0.240,MORTGAGE,N,12,0
41,62500,17,8.490,0.080,MORTGAGE,N,15,0
36,57000,11,9.620,0.030,MORTGAGE,N,16,1
36,63599,10,7.910,0.080,MORTGAGE,N,14,0
49,64800,4,18.250,0.100,MORTGAGE,N,16,0
47,65000,21,14.350,0.110,MORTGAGE,N,11,0
41,31000,0,16.490,0.300,RENT,N,13,1
36,58000,2,14.720,0.160,RENT,Y,16,0
43,50000,5,9.880,0.190,RENT,N,15,0
41,65000,6,12.210,0.310,MORTGAGE,N,13,0
48,66000,5,6.620,0.190,MORTGAGE,N,11,0
42,25320,1,14.840,0.390,RENT,Y,14,1
37,69000,12,9.320,0.170,OWN,N,13,0
40,69996,24,12.530,0.090,OTHER,N,11,0
48,70000,2,7.510,0.310,MORTGAGE,N,11,0
48,70000,31,14.540,0.130,MORTGAGE,N,17,0
41,55000,4,12.690,0.080,RENT,N,16,0
41,72000,1,13.490,0.140,OWN,N,11,0
42,72000,20,6.620,0.120,MORTGAGE,N,11,0
48,50000,18,9.630,0.200,RENT,N,14,0
48,72000,5,14.960,0.100,MORTGAGE,Y,17,0
38,72000,8,12.920,0.070,MORTGAGE,N,16,0
43,72800,7,12.840,0.270,MORTGAGE,Y,12,0
37,60000,7,7.510,0.170,RENT,N,11,0
40,60000,3,15.950,0.170,RENT,N,14,0
46,63000,18,10.510,0.160,RENT,N,11,0
38,75000,8,10.590,0.330,MORTGAGE,N,16,0
42,69228,3,7.490,0.140,RENT,N,13,0
41,70000,2,7.880,0.140,RENT,N,13,0
36,75000,5,11.990,0.130,RENT,N,12,0
43,80000,5,11.490,0.130,RENT,N,12,0
39,76000,8,6.030,0.070,MORTGAGE,N,14,0
43,76000,4,16.290,0.120,MORTGAGE,Y,16,0
44,76000,3,14.790,0.050,MORTGAGE,Y,12,0
41,76000,17,5.420,0.060,MORTGAGE,N,16,0
39,77256,16,11.860,0.130,MORTGAGE,N,11,0
36,132000,3,7.510,0.080,RENT,N,13,0
38,78000,0,5.790,0.040,MORTGAGE,N,13,0
36,62200,3,10.590,0.180,RENT,N,16,0
50,150000,0,11.140,0.070,RENT,N,11,0
43,79000,3,8.880,0.050,MORTGAGE,N,12,0
39,55600,0,13.220,0.210,RENT,N,11,0
40,40000,12,8.880,0.340,OWN,N,16,0
46,80000,13,14.540,0.250,MORTGAGE,N,13,0
38,80000,7,7.290,0.130,MORTGAGE,N,16,0
46,80000,3,6.170,0.130,MORTGAGE,N,13,0
36,74000,20,17.800,0.340,MORTGAGE,Y,11,1
39,80000,0,13.230,0.250,MORTGAGE,Y,13,0
36,81000,9,12.990,0.070,MORTGAGE,N,17,0
40,81000,10,6.170,0.250,MORTGAGE,N,14,0
38,81120,5,11.120,0.100,MORTGAGE,N,12,0
39,82000,7,19.420,0.100,MORTGAGE,Y,17,0
41,82000,18,7.510,0.150,MORTGAGE,N,17,0
38,82000,4,11.990,0.120,OWN,N,13,0
43,83000,13,9.910,0.040,MORTGAGE,N,17,0
41,83000,6,11.830,0.040,MORTGAGE,N,12,0
37,24000,3,19.030,0.130,RENT,N,11,1
39,24000,0,14.120,0.130,RENT,N,11,1
37,84000,11,12.990,0.100,MORTGAGE,Y,11,0
40,84000,4,14.260,0.210,MORTGAGE,N,16,0
40,85000,4,14.270,0.060,MORTGAGE,N,16,0
37,85000,4,12.690,0.060,MORTGAGE,N,11,0
37,85000,19,9.990,0.120,MORTGAGE,N,16,0
37,85000,17,11.990,0.090,MORTGAGE,N,17,0
42,85000,10,15.580,0.100,MORTGAGE,Y,12,0
43,75000,0,7.900,0.160,RENT,N,16,0
46,85000,0,7.680,0.010,OTHER,N,12,0
47,85000,3,8.070,0.120,MORTGAGE,N,15,0
39,86000,10,6.030,0.100,MORTGAGE,N,11,0
43,86004,2,9.990,0.120,MORTGAGE,N,14,0
43,86044,16,7.740,0.080,MORTGAGE,N,13,0
40,86500,2,10.250,0.120,MORTGAGE,N,16,0
39,85000,4,6.030,0.140,RENT,N,12,0
41,88000,5,7.140,0.050,MORTGAGE,N,17,0
37,88296,8,10.140,0.170,MORTGAGE,N,14,0
38,78000,6,15.270,0.190,MORTGAGE,N,17,1
38,90000,0,13.920,0.110,MORTGAGE,Y,17,0
39,90000,9,12.670,0.240,MORTGAGE,Y,15,0
40,90996,9,6.170,0.240,MORTGAGE,N,14,0
38,91200,0,12.680,0.100,MORTGAGE,N,16,0
41,92000,5,9.630,0.090,MORTGAGE,N,13,0
47,92000,0,14.110,0.130,OWN,N,12,0
36,94000,14,5.990,0.040,MORTGAGE,N,12,0
40,95000,12,10.650,0.050,OWN,N,16,0
39,95000,6,12.690,0.080,OWN,N,14,0
49,95000,2,5.420,0.030,MORTGAGE,N,12,0
37,95000,10,13.350,0.030,MORTGAGE,N,13,0
39,95000,3,14.840,0.210,MORTGAGE,Y,11,0
38,95000,6,17.740,0.150,OWN,Y,17,0
41,95000,2,13.920,0.230,OWN,Y,11,0
40,110000,6,9.910,0.120,RENT,N,17,0
45,66000,4,12.420,0.210,RENT,N,11,0
42,67300,4,13.990,0.210,RENT,N,16,0
37,32000,8,6.620,0.380,OWN,N,13,0
39,98000,0,15.990,0.360,MORTGAGE,N,15,0
38,55000,2,11.480,0.250,RENT,N,16,0
41,62004,5,8.900,0.230,RENT,N,17,0
38,99996,22,14.960,0.250,OWN,Y,13,0
46,70000,0,11.260,0.200,RENT,N,16,0
37,88000,3,11.990,0.070,MORTGAGE,N,12,1
36,126251,16,7.660,0.110,RENT,N,17,0
38,30120,1,12.800,0.480,RENT,Y,17,1
50,102031,9,14.960,0.120,MORTGAGE,Y,11,0
38,104800,6,6.030,0.130,MORTGAGE,N,11,0
46,105398,9,17.430,0.200,MORTGAGE,N,12,0
36,106000,15,7.490,0.040,MORTGAGE,N,14,0
38,106000,4,12.990,0.050,MORTGAGE,Y,12,0
36,107004,3,11.830,0.120,MORTGAGE,N,15,0
44,108000,12,11.110,0.090,MORTGAGE,N,11,0
37,110000,11,7.880,0.110,MORTGAGE,N,16,0
36,110000,9,9.630,0.140,MORTGAGE,N,15,0
38,117000,5,14.270,0.090,MORTGAGE,Y,14,0
36,117000,3,13.060,0.170,MORTGAGE,N,11,0
37,117000,15,13.060,0.070,MORTGAGE,N,13,0
42,41000,2,16.950,0.370,RENT,Y,15,1
45,118000,15,12.180,0.210,MORTGAGE,N,12,0
39,108000,3,6.990,0.110,MORTGAGE,N,13,1
37,50000,1,13.220,0.300,RENT,Y,11,0
39,108000,2,14.540,0.190,MORTGAGE,Y,14,1
50,120000,0,15.200,0.050,MORTGAGE,Y,13,0
37,120996,14,7.660,0.030,MORTGAGE,N,15,0
46,17496,6,11.140,0.090,RENT,N,13,1
37,124000,4,17.990,0.240,MORTGAGE,N,12,0
37,124000,4,13.920,0.150,MORTGAGE,Y,16,0
45,125000,0,6.030,0.100,MORTGAGE,N,14,0
50,56000,2,13.470,0.270,RENT,N,15,0
37,125000,1,9.320,0.060,MORTGAGE,N,15,0
44,58000,2,13.480,0.260,RENT,Y,15,0
39,24000,0,7.740,0.130,OWN,N,11,0
40,115000,16,11.110,0.090,MORTGAGE,N,11,1
38,130000,1,9.910,0.230,MORTGAGE,N,14,0
36,60000,0,13.570,0.250,RENT,N,12,0
39,130000,13,16.070,0.190,OWN,N,14,0
40,132000,7,7.290,0.060,MORTGAGE,N,15,0
40,136000,5,9.990,0.150,MORTGAGE,N,16,0
43,138000,4,6.990,0.070,MORTGAGE,N,14,0
45,139380,4,7.510,0.060,OWN,N,12,0
45,140000,9,6.620,0.050,MORTGAGE,N,15,0
38,140000,13,15.620,0.070,MORTGAGE,N,11,0
45,140000,18,7.290,0.050,MORTGAGE,N,17,0
38,140000,0,9.990,0.180,MORTGAGE,N,12,0
37,140000,15,7.510,0.100,MORTGAGE,N,12,0
37,74784,8,14.500,0.200,RENT,N,15,0
39,128000,12,13.110,0.160,MORTGAGE,Y,15,1
36,141600,4,11.490,0.040,MORTGAGE,N,16,0
41,144000,3,10.080,0.170,MORTGAGE,N,11,0
36,19200,0,13.490,0.230,OWN,Y,14,1
40,148350,11,6.030,0.030,MORTGAGE,N,16,0
42,150000,0,8.490,0.110,MORTGAGE,N,12,0
45,88000,12,14.830,0.170,RENT,Y,12,0
39,138000,3,11.140,0.140,MORTGAGE,N,12,1
37,155000,11,6.540,0.130,MORTGAGE,N,15,0
37,160000,14,7.510,0.060,MORTGAGE,N,13,0
44,175000,9,7.660,0.090,MORTGAGE,N,17,0
40,182004,7,16.070,0.140,MORTGAGE,Y,12,0
47,187000,5,8.900,0.070,MORTGAGE,N,16,0
40,14400,10,7.140,0.560,OWN,N,12,1
36,120000,2,13.060,0.130,RENT,N,16,0
37,74000,9,12.870,0.260,RENT,Y,12,1
37,600000,11,10.250,0.030,OWN,N,14,0
43,780000,2,8.940,0.000,MORTGAGE,N,11,0
42,39000,4,10.650,0.510,RENT,N,14,1
37,74784,8,14.500,0.200,RENT,N,11,0
42,360000,11,9.990,0.070,MORTGAGE,N,17,0
36,62000,3,11.120,0.130,RENT,N,12,0
47,37000,6,8.000,0.200,MORTGAGE,N,15,0
42,39996,2,5.420,0.060,MORTGAGE,N,12,0
36,120000,12,5.420,0.120,MORTGAGE,N,13,0
39,55059,16,12.530,0.440,RENT,N,11,1
39,182500,2,5.420,0.070,RENT,N,11,0
36,214200,4,15.620,0.040,MORTGAGE,Y,12,0
46,50000,0,10.990,0.090,RENT,N,16,0
40,32878,6,12.980,0.420,RENT,N,11,1
43,400000,5,9.910,0.070,MORTGAGE,N,11,0
40,125000,3,7.490,0.080,MORTGAGE,N,14,0
37,73000,4,12.210,0.160,RENT,N,13,0
